dyad_id,Category_Actors,Category_Goal,Category_Phases,global_category
10855,"['International and Regional Actors', 'National State Actors', 'Local and Informal Actors']",['Cessation of Hostilities and Security'],nego,"[7, 25, 43]"
10855,['Non-Mediated'],['Cessation of Hostilities and Security'],nego,[61]
10855,['Local and Informal Actors'],['Cessation of Hostilities and Security'],nego,[43]
10855,['Local and Informal Actors'],['Cessation of Hostilities and Security'],nego,[43]
10855,['Local and Informal Actors'],['Cessation of Hostilities and Security'],nego,[43]
10855,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
10855,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
10855,['International and Regional Actors'],"['Political Power and Governance', 'Post-Conflict Justice and Social Healing']",nego,"[8, 9]"
10855,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
10855,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
10855,['Non-Mediated'],['Cessation of Hostilities and Security'],nego,[61]
10855,['National State Actors'],['Unspecified'],nego,[30]
10855,['National State Actors'],['Cessation of Hostilities and Security'],nego,[25]
10855,['National State Actors'],['Unspecified'],nego,[30]
10855,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8]"
10855,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
10855,['International and Regional Actors'],['Political Power and Governance'],nego_implement,[14]
10855,"['International and Regional Actors', 'Local and Informal Actors']","['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8, 43, 44]"
10855,['International and Regional Actors'],['Unspecified'],nego_implement,[18]
10855,['Non-Mediated'],['Unspecified'],nego_implement,[72]
10855,['Non-Mediated'],['Cessation of Hostilities and Security'],nego,[61]
10855,['Non-Mediated'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[61, 62]"
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
14595,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
14595,['Non-Mediated'],['Cessation of Hostilities and Security'],nego,[61]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['Non-Mediated'],['Unspecified'],nego,[66]
14595,['Local and Informal Actors'],['Cessation of Hostilities and Security'],nego,[43]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],prenego,[1]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8]"
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8]"
14595,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8]"
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego_implement,[13]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego_implement,[13]
14595,['International and Regional Actors'],['Unspecified'],nego_implement,[18]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego_implement,[13]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],nego_implement,[18]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['Local and Informal Actors'],['Unspecified'],nego,[48]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],nego_implement,[18]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['Local and Informal Actors'],['Unspecified'],nego,[48]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Drop'],nego_implement,[]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego_implement,[13]
14595,['International and Regional Actors'],['Unspecified'],nego_implement,[18]
14595,['International and Regional Actors'],['Unspecified'],nego,[12]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
14595,['International and Regional Actors'],['Unspecified'],prenego,[6]
14595,['International and Regional Actors'],['Unspecified'],nego_implement,[18]
14595,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
532,['International and Regional Actors'],['Unspecified'],nego,[12]
532,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8]"
532,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Resource Management and Economic Issues']",nego,"[7, 10]"
532,['International and Regional Actors'],['Unspecified'],nego,[12]
532,['International and Regional Actors'],['Drop'],nego,[]
532,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
532,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Resource Management and Economic Issues']",nego_implement,"[13, 16]"
532,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
532,['International and Regional Actors'],['Unspecified'],nego,[12]
532,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
532,['International and Regional Actors'],['Resource Management and Economic Issues'],nego_implement,[16]
532,['International and Regional Actors'],['Unspecified'],[],[]
532,['International and Regional Actors'],['Unspecified'],nego,[12]
532,['Non-Mediated'],['Cessation of Hostilities and Security'],nego,[61]
532,['International and Regional Actors'],['Cessation of Hostilities and Security'],[],[]
532,['International and Regional Actors'],['Drop'],[],[]
532,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
532,['International and Regional Actors'],['Drop'],[],[]
532,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
532,['International and Regional Actors'],['Drop'],nego,[]
532,['International and Regional Actors'],['Unspecified'],nego,[12]
532,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
532,['International and Regional Actors'],"['Political Power and Governance', 'Post-Conflict Justice and Social Healing', 'Drop']",nego,"[8, 9]"
532,['International and Regional Actors'],"['Political Power and Governance', 'Post-Conflict Justice and Social Healing']",nego,"[8, 9]"
532,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
532,['International and Regional Actors'],['Unspecified'],nego,[12]
532,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8]"
532,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Resource Management and Economic Issues', 'Drop']",nego_implement,"[13, 16]"
532,['International and Regional Actors'],"['Political Power and Governance', 'External Involvement and Military Presence']",nego,"[8, 11]"
532,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
532,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
532,['Local and Informal Actors'],['Political Power and Governance'],nego,[44]
532,['International and Regional Actors'],['Drop'],[],[]
532,['International and Regional Actors'],['Drop'],[],[]
532,['International and Regional Actors'],['Political Power and Governance'],nego_implement,[14]
532,"['International and Regional Actors', 'Local and Informal Actors']","['Political Power and Governance', 'Post-Conflict Justice and Social Healing']",nego_implement,"[14, 15, 50, 51]"
532,"['International and Regional Actors', 'Local and Informal Actors']",['Political Power and Governance'],nego_implement,"[14, 50]"
532,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
532,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
533,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Resource Management and Economic Issues']",nego,"[7, 10]"
533,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
533,['International and Regional Actors'],['Drop'],[],[]
533,['Non-Mediated'],['Political Power and Governance'],nego,[62]
533,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego,"[7, 8]"
533,['Non-Mediated'],"['Cessation of Hostilities and Security', 'Drop']",nego_implement,[67]
533,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
533,['Non-Mediated'],['Drop'],[],[]
12009,['International and Regional Actors'],['Unspecified'],nego,[12]
12009,['Non-Mediated'],['Unspecified'],nego,[66]
555,['International and Regional Actors'],['Unspecified'],prenego,[6]
555,['International and Regional Actors'],['Unspecified'],prenego,[6]
555,['Non-Mediated'],['Unspecified'],prenego,[60]
555,['International and Regional Actors'],['Unspecified'],prenego,[6]
555,['International and Regional Actors'],['Unspecified'],nego,[12]
555,['International and Regional Actors'],['Unspecified'],nego,[12]
555,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance', 'Resource Management and Economic Issues']",nego,"[7, 8, 10]"
555,['International and Regional Actors'],['Drop'],prenego,[]
555,['International and Regional Actors'],['Drop'],prenego,[]
555,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance', 'Resource Management and Economic Issues']",nego,"[7, 8, 10]"
555,['Non-Mediated'],['Drop'],nego_implement,[]
555,['Non-Mediated'],['Drop'],nego_implement,[]
555,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego_implement,[13]
555,['Non-Mediated'],['Drop'],nego_implement,[]
555,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance']",nego_implement,"[13, 14]"
555,['International and Regional Actors'],['Drop'],nego_implement,[]
555,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego_implement,[13]
558,['International and Regional Actors'],['Political Power and Governance'],prenego,[2]
558,['International and Regional Actors'],['Unspecified'],nego,[12]
558,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
571,['Drop'],['Unspecified'],prenego,[]
571,['Drop'],['Unspecified'],prenego,[]
571,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
584,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
585,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
585,['International and Regional Actors'],['External Involvement and Military Presence'],prenego,[5]
585,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance', 'Post-Conflict Justice and Social Healing', 'External Involvement and Military Presence']",nego,"[7, 8, 9, 11]"
585,['International and Regional Actors'],['Drop'],nego_implement,[]
585,['International and Regional Actors'],['Drop'],nego_implement,[]
585,['International and Regional Actors'],['Unspecified'],nego_implement,[18]
585,['International and Regional Actors'],['Drop'],nego_implement,[]
585,['International and Regional Actors'],['Drop'],nego_implement,[]
585,['International and Regional Actors'],['External Involvement and Military Presence'],prenego,[5]
585,['International and Regional Actors'],['Unspecified'],nego_implement,[18]
585,['International and Regional Actors'],['Unspecified'],nego_implement,[18]
585,['International and Regional Actors'],['Political Power and Governance'],nego_implement,[14]
585,['Non-Mediated'],"['External Involvement and Military Presence', 'Drop']",nego,[65]
585,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
585,['Non-Mediated'],['External Involvement and Military Presence'],nego_implement,[71]
585,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'External Involvement and Military Presence']",nego,"[7, 11]"
585,['Non-Mediated'],['External Involvement and Military Presence'],nego,[65]
585,['International and Regional Actors'],['Drop'],nego,[]
585,['Non-Mediated'],['External Involvement and Military Presence'],nego,[65]
585,['International and Regional Actors'],['Unspecified'],nego_implement,[18]
585,['International and Regional Actors'],"['Political Power and Governance', 'Post-Conflict Justice and Social Healing', 'Resource Management and Economic Issues']",nego_implement,"[14, 15, 16]"
585,['Non-Mediated'],['Drop'],nego,[]
585,['International and Regional Actors'],['Political Power and Governance'],nego_implement,[14]
585,['International and Regional Actors'],['Unspecified'],prenego,[6]
585,['International and Regional Actors'],"['Unspecified', 'Drop']",nego,[12]
585,['Non-Mediated'],['Drop'],nego,[]
585,['International and Regional Actors'],"['Unspecified', 'Drop']",nego_implement,[18]
585,['International and Regional Actors'],"['Political Power and Governance', 'Post-Conflict Justice and Social Healing']",nego,"[8, 9]"
585,['International and Regional Actors'],['Unspecified'],nego,[12]
585,['International and Regional Actors'],"['Political Power and Governance', 'External Involvement and Military Presence']",nego,"[8, 11]"
585,['Non-Mediated'],['Drop'],nego,[]
585,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
585,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'External Involvement and Military Presence']",nego,"[7, 11]"
585,['International and Regional Actors'],['Drop'],nego,[]
585,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
585,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance', 'Post-Conflict Justice and Social Healing']",nego,"[7, 8, 9]"
585,['International and Regional Actors'],['Unspecified'],nego_implement,[18]
585,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
585,['International and Regional Actors'],['Unspecified'],nego_implement,[18]
586,['International and Regional Actors'],['Unspecified'],nego,[12]
586,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
586,['International and Regional Actors'],['Unspecified'],nego,[12]
586,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
586,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance', 'External Involvement and Military Presence']",nego,"[7, 8, 11]"
586,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
586,['International and Regional Actors'],['Drop'],prenego,[]
586,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance', 'Post-Conflict Justice and Social Healing', 'External Involvement and Military Presence']",nego,"[7, 8, 9, 11]"
586,['International and Regional Actors'],['Drop'],nego_implement,[]
586,['International and Regional Actors'],['Drop'],nego_implement,[]
586,['International and Regional Actors'],['Unspecified'],nego_implement,[18]
586,['International and Regional Actors'],['Drop'],nego_implement,[]
586,['International and Regional Actors'],['Drop'],nego_implement,[]
586,['International and Regional Actors'],['External Involvement and Military Presence'],prenego,[5]
586,['International and Regional Actors'],['Unspecified'],nego_implement,[18]
586,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
586,['International and Regional Actors'],['Unspecified'],nego_implement,[18]
586,['International and Regional Actors'],['Political Power and Governance'],nego_implement,[14]
586,['Non-Mediated'],"['External Involvement and Military Presence', 'Drop']",nego,[65]
586,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
586,['Non-Mediated'],['External Involvement and Military Presence'],nego_implement,[71]
586,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance', 'External Involvement and Military Presence']",nego,"[7, 8, 11]"
586,['Non-Mediated'],['External Involvement and Military Presence'],nego,[65]
586,['International and Regional Actors'],['Drop'],nego,[]
586,['Non-Mediated'],['External Involvement and Military Presence'],nego,[65]
586,['International and Regional Actors'],['Unspecified'],nego_implement,[18]
586,['International and Regional Actors'],"['Political Power and Governance', 'Post-Conflict Justice and Social Healing', 'Resource Management and Economic Issues']",nego_implement,"[14, 15, 16]"
586,['Non-Mediated'],['Drop'],nego,[]
586,['International and Regional Actors'],['Drop'],nego,[]
586,['International and Regional Actors'],['Political Power and Governance'],nego_implement,[14]
586,['Non-Mediated'],['Drop'],nego,[]
586,['International and Regional Actors'],['Unspecified'],prenego,[6]
586,['International and Regional Actors'],['Drop'],nego,[]
586,['International and Regional Actors'],"['Unspecified', 'Drop']",nego,[12]
586,['Non-Mediated'],['Drop'],nego,[]
586,['International and Regional Actors'],"['Unspecified', 'Drop']",nego_implement,[18]
586,['International and Regional Actors'],"['Political Power and Governance', 'Post-Conflict Justice and Social Healing']",nego,"[8, 9]"
586,['International and Regional Actors'],['Cessation of Hostilities and Security'],nego,[7]
586,['International and Regional Actors'],"['Political Power and Governance', 'External Involvement and Military Presence']",nego,"[8, 11]"
586,['Non-Mediated'],['Drop'],nego,[]
586,['International and Regional Actors'],['Political Power and Governance'],nego,[8]
586,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'External Involvement and Military Presence']",nego,"[7, 11]"
586,['International and Regional Actors'],['Drop'],nego,[]
586,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
586,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
586,['International and Regional Actors'],['External Involvement and Military Presence'],nego,[11]
586,['International and Regional Actors'],['External Involvement and Military Presence'],nego_implement,[17]
586,['International and Regional Actors'],"['Cessation of Hostilities and Security', 'Political Power and Governance', 'Post-Conflict Justice and Social Healing']",nego,"[7, 8, 9]"
586,['International and Regional Actors'],['Unspecified'],nego_implement,[18]
